path,kind,language_or_server,runtime_referenced,references,generated,source_of_truth,unique_content,planned_action,replacement_path,risk,status
module/map/map.py,runtime,CN/TW+TW,yes,Chinese; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/map/map_fleet_preparation.py,runtime,CN/TW+JP,yes,CN; cn; JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/map_detection/grid_info.py,runtime,CN/TW,yes,Chinese,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/map_detection/homography.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/map_detection/perspective.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/map_detection/utils.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/meowfficer/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/meowfficer/base.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/meta_reward/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/meta_reward/meta_reward.py,runtime,CN/TW+JP,yes,CN; cn; JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/minigame/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/minigame/minigame.py,runtime,JP,yes,JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/minigame/new_year_challenge.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/ocr/al_ocr.py,runtime,CN/TW+TW,yes,CN; cn; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/ocr/models.py,runtime,CN/TW+JP+TW,yes,CN; cn; Chinese; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/ocr/ocr.py,runtime,CN/TW+JP,yes,CN; cn; JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/ocr/rpc.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/os/fleet.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/globe_camera.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/globe_detection.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/globe_zone.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/map.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/map_data.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,yes,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os/map_operation.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_ash/ash.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_ash/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/os_ash/meta.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_combat/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/os_handler/action_point.py,runtime,CN/TW+JP,yes,CN; cn; JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_handler/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/os_handler/map_event.py,runtime,mixed,yes,AzurStats; azurstats,no,,n/a,remove_service_integration,,high,reviewed_or_retained
module/os_handler/os_status.py,runtime,JP,yes,JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_shop/akashi_shop.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_shop/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/os_shop/item.py,runtime,JP,yes,JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/os_shop/ui.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/private_quarters/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/private_quarters/private_quarters.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/private_quarters/status.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/private_quarters/ui.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/raid/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/raid/raid.py,runtime,CN/TW+JP,yes,CN; cn; JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/research/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/research/project.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/research/project_data.py,runtime,TW,yes,TW; tw,yes,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/research/rqueue.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/research/selector.py,runtime,JP,yes,JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/research/ui.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/retire/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/retire/dock.py,runtime,JP,yes,JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/retire/enhancement.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/retire/retirement.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/retire/scanner.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/retire/setting.py,runtime,CN/TW+JP,yes,CN; cn; JP; jp,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/reward/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/reward/reward.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/server_checker.py,runtime,CN/TW+TW,yes,CN; cn; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shipyard/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/shipyard/ui.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shop/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/shop/clerk.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shop/shop_general.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shop/shop_medal.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shop/shop_status.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shop/shop_voucher.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/shop/ui.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/sos/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/sos/sos.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/statistics/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/statistics/azurstats.py,runtime,CN/TW,yes,CN; cn; reverse_proxy; AzurStats; azurstats; azurstats.lyoko.io,no,,n/a,remove_service_integration,,high,removed
module/statistics/battle_status.py,runtime,CN/TW,yes,CN; cn,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/statistics/drop_statistics.py,runtime,CN/TW,yes,CN; cn; Chinese,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/statistics/item.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/storage/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/tactical/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/tactical/tactical_class.py,runtime,CN/TW+JP+TW,yes,CN; cn; JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/template/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/ui/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/ui/ui.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/ui_white/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/war_archives/assets.py,asset,CN/TW+JP+TW,unknown,CN; cn; JP; jp; TW; tw,yes,dev_tools/button_extract.py + assets/,n/a,review,,high,reviewed_or_retained
module/war_archives/dictionary.py,runtime,CN/TW,yes,CN; cn,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/webui/app.py,runtime,CN/TW+JP+TW,yes,CN; cn; zh-CN; zh-TW; 简体中文; 繁體中文; JP; jp; ja-JP; 日本語; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/webui/lang.py,runtime,CN/TW+JP,yes,CN; cn; zh-CN; JP; jp; ja-JP,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/webui/remote_access.py,runtime,CN/TW,yes,CN; cn,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
module/webui/translate.py,runtime,CN/TW+JP+TW,yes,CN; cn; zh-CN; zh-TW; JP; jp; ja-JP; TW; tw,no,,n/a,simplify_to_EN,,high,removed
module/webui/utils.py,runtime,CN/TW,yes,CN; cn; zh_CN,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
requirements-in.txt,other,CN/TW,no,CN; cn,no,,n/a,review,,medium,reviewed_or_retained
requirements.txt,other,CN/TW,no,CN; cn,no,,n/a,review,,medium,reviewed_or_retained
submodule/AlasMaaBridge/maa.py,runtime,JP+TW,yes,JP; jp; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
submodule/AlasMaaBridge/module/config/argument/args.json,other,JP+TW,no,JP; jp; TW; tw,yes,,n/a,review,,medium,reviewed_or_retained
submodule/AlasMaaBridge/module/config/argument/argument.yaml,other,JP+TW,no,JP; jp; TW; tw,no,,n/a,review,,medium,reviewed_or_retained
submodule/AlasMaaBridge/module/config/argument/task.yaml,other,TW,no,TW; tw,no,,n/a,review,,medium,reviewed_or_retained
submodule/AlasMaaBridge/module/config/config_generated.py,runtime,JP+TW,yes,JP; jp; TW; tw,yes,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
submodule/AlasMaaBridge/module/config/config_updater.py,runtime,TW,yes,TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
submodule/AlasMaaBridge/module/config/i18n/en-US.json,other,CN/TW+JP+TW,no,CN; cn; JP; jp; TW; tw,no,,n/a,review,,medium,reviewed_or_retained
submodule/AlasMaaBridge/module/config/i18n/ja-JP.json,other,JP+TW,no,JP; jp; TW; tw,no,,n/a,review,,medium,removed
submodule/AlasMaaBridge/module/config/i18n/zh-CN.json,other,JP+TW,no,JP; jp; TW; tw,no,,n/a,review,,medium,removed
submodule/AlasMaaBridge/module/config/i18n/zh-TW.json,other,JP+TW,no,JP; jp; TW; tw,no,,n/a,review,,medium,removed
submodule/AlasMaaBridge/module/handler/handler.py,runtime,CN/TW+TW,yes,CN; cn; zh-CN; TW; tw,no,,n/a,simplify_to_EN,,high,migrated_or_retained_EN
webapp/.eslintrc.json,other,TW,no,TW; tw,no,,n/a,review,,medium,reviewed_or_retained
webapp/README.md,documentation,TW,no,TW; tw,no,,pending_review,review,,medium,reviewed_or_retained
webapp/package-lock.json,other,CN/TW+JP+TW,no,CN; cn; JP; jp; TW; tw,no,,n/a,review,,medium,reviewed_or_retained
webapp/packages/main/dist/main.js,other,CN/TW+JP+TW,no,CN; cn; JP; jp; TW; tw,no,,n/a,review,,medium,reviewed_or_retained
webapp/packages/renderer/dist/vendor.9d29c495.js,other,CN/TW+TW,no,CN; cn; TW; tw,no,,n/a,review,,medium,reviewed_or_retained
webapp/scripts/watch.js,other,TW,no,TW; tw,no,,n/a,review,,medium,reviewed_or_retained
webapp/tests/app.spec.js,other,TW,no,TW; tw,no,,n/a,review,,medium,reviewed_or_retained
